race,medwealthyoung,medwealthold,owneryoung,h2wyoung,r2incyoung,wealthatpurchaseyoung,LTVatpurchaseyoung,first_ownyoung,transfrateyoung,transferbuyersyoung,LTVatpurchaseold,consp2conskyoung,first_ownold,h2wold,house2incold,house2incyoung,logincomeold,logincomeyoung,medconsp2conskyoung,medwealthfold,medwealthfyoung,medwealthp_owneryoung,medwealthp_renteryoung,medwealthpgradyoung,mortg2incold,mortg2incyoung,mortgold,mortgyoung,owner_age3536_inc1old,owner_age3536_inc1young,owner_age3536_inc2old,owner_age3536_inc2young,owner_age3536_inc3old,owner_age3536_inc3young,r2incold,stdwealthold,stdwealthyoung,tp2inckyoung,tp2wealthk_medyoung,tp2wealthkyoung,tp2wealthp_medyoung,tp2wealthpyoung,transferbuyersFamntyoung,transferbuyersFyoung,transferbuyersLamntyoung,transferbuyersLyoung,transferbuyersNamntyoung,transferbuyersNyoung,transferbuyersamntyoung,transfrateowneryoung,transfraterenteryoung,transfsize_medyoung,transfsizeyoung,wealth_age3536_p10old,wealth_age3536_p10young,wealth_age3536_p25old,wealth_age3536_p25young,wealth_age3536_p50old,wealth_age3536_p50young,wealth_age3536_p75old,wealth_age3536_p75young,wealth_age3536_p90old,wealth_age3536_p90young,wealth_nonrcverold,wealth_nonrcveryoung,wealth_rcverold,wealth_rcveryoung,wealthatpurchaseold,wealthfold,wealthfyoung,wealthold,wealthp_owneryoung,wealthp_renteryoung,wealthpgradyoung,wealthyoung,boot
White,34.51750115434842,256.3937046418568,.53550732,2.2612674,.22444621,47.711277,.66979825,31.836369,.27361706,.30207774,.4296931,,56.942223,.91671914,4.981195,15.046502,4.1126232,4.0794625,,619.79169,345.27274,331.24756,191.24699,1.7320406,1.5369046,10.256432,71.709976,147.65688,,.30795082,,.5982675,,.81756675,.23085019,974.9297437807209,301.5081287079643,5.0521197,.031746034,.24049203,.0044444446,.025776517,4.5620031,.28984269,3.348263,.24082859,2.8440406,.37925476,3.8109365,.24521373,.30167523,1.5261416,3.7266953,,-15.587366,,6.0620871,,58.912022,,178.29488,,479.15756,478.38977,86.53759,723.45709,115.61436,,1065.2419,744.61139,600.1069674308709,676.75775,524.37823,1.2905909,134.3128601373308,76
All,23.89736407150203,191.8146567845568,.4745715,2.2369163,.23161571,41.136963,.65150678,32.569283,.22283082,.23988521,.37375918,,57.197376,.99877632,3.533607,16.117218,4.0232944,3.9553931,,517.09637,250.75253,293.19037,108.54472,2.701102,.82225978,12.797503,72.151932,147.05066,,.25285915,,.52731448,,.78532082,.25145811,912.9538840256408,288.1920866590298,1.7540423,.045045044,.27326912,.0039534373,.022893049,5.1009331,.22039267,3.5830352,.20209351,3.1637483,.31528991,4.2439942,.23304008,.21579689,1.5261416,4.053885,,-18.312962,,2.0433822,,32.133953,,139.42062,,393.37985,376.40045,73.839523,793.75214,83.644875,,947.66388,625.40674,515.9642098643319,642.78619,372.04044,1.7277321,118.715353415755,77
Black,3.321285008876609,33.01212986986621,.24844894,2.4312203,.2474132,27.33209,.56610739,35.357929,.10300121,.0982133,.26614904,,56.524643,1.5617347,2.3050301,7.5736141,3.4320605,3.3968282,,84.217995,42.585052,53.323021,16.688196,3.1952536,.77419996,2.4552586,58.146534,107.89872,,.1687028,,.37434852,,.66718072,.27275836,223.8682469055537,142.2483101801676,.068478435,.1,1.3372463,.021276595,.055562347,3.8405676,.096545473,2.1598094,.09478613,6.7481203,.043871261,3.2002606,.089153595,.10598183,1.0174278,2.1710706,,-14.13418,,.71533966,,11.47975,,43.112476,,211.0508,79.948746,14.525124,63.517597,30.427286,,155.41196,119.85745,99.21090465474106,121.60209,71.49865,1.7007606,37.32457980638824,77
White,36.48954517462914,247.1713069816866,.53310031,2.2230031,.21895789,46.676395,.67062944,31.919472,.26018092,.28227711,.40528634,,57.039928,.91610509,3.2212119,18.204473,4.1256943,4.0982432,,597.6817,340.25055,330.06827,189.96411,1.7375296,.83962834,14.897918,71.494873,151.19757,,.27574897,,.58303803,,.8063885,.23246178,967.3286541246756,312.2766873397683,1.9825889,.04225352,.19199629,.0037783375,.020767314,5.3076,.25728801,3.3711078,.23885074,3.0632412,.42711964,4.2184882,.25444683,.26517192,1.5261416,4.2822256,,-21.105564,,3.4244876,,48.194145,,169.67294,,479.38257,428.12897,90.873909,834.12347,88.986855,,1034.2236,736.64343,591.8830070663365,685.78442,490.37778,1.3984818,138.9577404514447,77
All,23.20946080887094,195.2512467820407,.47737086,2.2950065,.23513746,39.484417,.66266704,32.506004,.24546111,.25281921,.35800517,,57.028912,.98925424,4.6445217,14.553171,4.0254402,3.9428837,,484.40436,264.63528,285.41739,118.33923,2.4118576,1.3556001,12.068302,73.113174,146.66902,,.23296686,,.56812835,,.79326516,.25073087,913.3163810695933,283.2528926599248,4.221446,.031746034,.35048652,.0051282053,.034512762,5.3491077,.27682173,5.2150559,.19056293,2.8378201,.32113329,4.7310305,.22954442,.25651893,1.5261416,3.5577643,,-15.485119,,1.8027592,,33.127361,,163.95605,,388.26181,476.01138,75.509354,656.7356,85.197815,,936.93567,628.87256,520.4012988795109,636.12,382.99451,1.6609116,115.7304393859004,78
Black,3.582161722179846,34.53822707328178,.26906693,2.4461207,.25186959,18.583736,.56335235,34.954472,.1288342,.12164325,.25973359,,56.27422,1.4142973,2.2998996,8.5537539,3.4385853,3.4091229,,99.160866,44.176521,52.926514,14.727376,3.5937505,.72340059,.98028481,57.864395,109.20149,,.12968853,,.42658523,,.64718562,.26098946,210.0942234682177,137.8837318643815,.092465438,.14,.92180783,.021276595,.077540927,5.2003384,.1594478,1.9667147,.089048609,1.0174278,.030699426,3.7331243,.091317013,.14009613,1.0174278,3.0192738,,-14.459278,,-2.0859947,,10.891913,,67.004082,,241.79193,27.056973,20.870853,-75,.41033626,,162.94069,123.37614,97.83284787668015,130.37497,68.404877,1.9059309,37.55440232441597,78
White,33.39944984187668,251.6711673333963,.52789843,2.2584271,.22297953,46.279774,.68096519,31.997011,.28021449,.29172653,.39939183,,56.862595,.92969203,4.4783087,16.712725,4.1175995,4.0748281,,538.81744,352.7052,335.01096,204.02213,1.6420325,1.4530091,14.452621,72.658844,149.54036,,.27260798,,.58326435,,.81225193,.24242795,965.0009983168808,309.9568502928327,4.8698645,.028571429,.29693618,.003726708,.029268023,4.6830683,.31232598,4.4221282,.21337941,2.8665922,.42105818,4.4112773,.25537765,.30118951,1.5261416,3.4575684,,-18.262543,,3.4267986,,46.57415,,187.32123,,446.09875,539.2016,90.285683,685.47937,98.174599,,1013.8217,738.21069,593.9684235001229,682.93408,498.71738,1.369381,135.8959223967313,78
All,23.96701059240426,187.5543607236033,.48192486,2.2875278,.23252489,33.913811,.65080196,32.41481,.23833349,.25685555,.38353878,,57.235035,.99638033,3.2980795,12.205361,4.0338912,3.9508688,,541.67883,259.10611,286.48694,110.62207,2.589781,.82939065,8.7868738,73.385025,146.3838,,.277004,,.57009125,,.79142129,.24481706,908.8573756832058,292.3925362278931,3.6694703,.039867111,.32756263,.0043478264,.026408499,4.2943621,.23033002,3.2484581,.23089337,9.5391417,.31051251,4.8154144,.23258136,.24247403,1.0174278,3.3410494,,-16.095943,,3.0395699,,33.976742,,142.44339,,393.85983,337.4422,69.195229,575.64014,97.273003,,973.60138,638.14874,518.0030194802054,643.66846,391.18997,1.6454115,119.8604282087691,79
Black,2.920866515064489,34.53530348983501,.25665849,2.4242542,.25081071,16.606066,.52039808,35.178551,.10352015,.05128346,.21854292,,56.770214,1.3958277,2.3122206,3.7946043,3.4511104,3.4170375,,99.295738,42.658089,58.061718,17.418354,3.3333642,.7700358,1.0224839,62.157967,110.70995,,.17960741,,.41883901,,.61618072,.26131171,182.1675945227994,148.2880890694301,.045333497,.03125,.3246882,.01923077,.062071804,1.0610228,.034349788,2.4593818,.048451208,2.6044567,.10726666,2.0734398,.095413551,.10535803,.81394219,1.3806527,,-18.012671,,-5.1367197,,12.269526,,141.8091,,207.03053,99.719719,7.4844069,72.805763,49.140656,,159.49471,123.88804,94.17757389917796,129.73355,69.601799,1.8639396,39.88144480577198,79
White,35.26291719032177,248.5694169842251,.53497517,2.2681873,.22136424,39.354153,.67525059,31.806921,.28103152,.31802294,.40169773,,57.109131,.93491757,3.4203451,14.047367,4.1289644,4.0813651,,596.69592,349.27481,335.08127,199.45122,1.6800162,.81580257,10.326011,72.004265,149.60751,,.31147361,,.58809954,,.81294376,.23044081,966.5527462579921,317.7902301092048,4.1296525,.039867111,.32593206,.0038314178,.023557318,4.2656374,.30607593,2.7287695,.29366052,9.8258543,.35897273,4.7490368,.25530228,.30447796,1.0174278,3.4560328,,-15.786552,,4.6942048,,47.060707,,174.62378,,433.15717,384.87943,82.590492,609.1145,103.64185,,1055.3672,749.35071,596.4480303598469,690.68463,512.19379,1.3484831,139.7274130222733,79
All,23.30308178008606,186.1019120520164,.47779715,2.324899,.23188442,35.081276,.65508747,32.499798,.22954489,.25235727,.36728612,,57.087406,1.0040952,4.2700295,13.356032,4.0227013,3.9471772,,507.44485,249.8192,276.63513,112.25134,2.4644263,1.2591534,9.3515396,73.840431,143.2032,,.25749758,,.5545494,,.78775895,.24964507,905.5546112533524,268.6428065542584,1.5348231,.042808216,.30298585,.0039534373,.022127153,5.6035333,.24302161,5.1472254,.19749735,2.8907452,.34434429,4.7697949,.19437748,.25590214,1.5261416,4.1315536,,-15.380085,,3.1333261,,33.525471,,131.14499,,329.51541,395.97043,71.110992,755.74628,80.184273,,909.625,607.70142,515.2324962455833,605.63824,388.04254,1.5607522,111.7424990128697,80
Black,3.714432864895475,37.26094650997038,.2645939,2.4206309,.24870066,22.999157,.57860386,35.126404,.1171664,.11462526,.27330652,,56.46545,1.4661676,2.0910468,6.4656291,3.4557734,3.406661,,93.576233,43.134022,40.587524,15.759813,2.575381,.63420647,3.3776484,56.348782,106.01062,,.16902302,,.40552953,,.68491966,.27237031,211.2377842119615,143.1251826819405,.095228061,.1,.70002168,.018867925,.034331214,1.7923168,.12092368,1.9958078,.1291755,6.7481203,.036390003,2.2377715,.081968166,.12655134,1.0174278,2.4026437,,-15.753347,,-2.1909249,,12.761728,,29.23999,,102.07211,100.867,16.289461,68.06073,58.345242,,177.66786,119.64895,102.1211304047505,118.21132,72.357727,1.6337069,39.27878742969111,80
White,33.33152882041436,242.9870763323424,.52990001,2.282918,.22189638,40.991249,.66586864,31.895729,.26092482,.29465151,.40167382,,57.025394,.94262826,4.3788915,14.993554,4.1134229,4.0694094,,572.58655,340.02499,322.63632,196.79539,1.6394506,1.367699,10.562801,74.027321,145.78574,,.28391969,,.58498353,,.80905926,.23396534,955.7072064394738,291.1904121032317,1.7370957,.04225352,.26002392,.0037037036,.020696413,5.5552258,.26707923,5.0571289,.22164913,2.8082385,.48331487,4.8231735,.20815095,.30980071,1.5261416,4.3024921,,-15.908461,,4.6495414,,49.045498,,155.29488,,392.68826,441.57391,86.159409,789.13239,82.51767,,980.49084,720.66211,587.3659440176481,657.28778,508.55695,1.2924566,130.0430955611849,80
All,23.61192537630876,192.090250330206,.4791216,2.2910202,.23038566,34.728313,.65566027,32.520252,.24141358,.26672694,.40317306,,57.317169,1.0083977,3.8865101,3.8753684,4.0248842,3.9523458,,532.9444,260.2435,289.24777,111.89628,2.5849633,1.1078371,1.0268568,74.846375,146.11057,,.25927842,,.57812428,,.78201604,.2495572,913.3592099812322,279.7180427555942,1.5755419,.03738318,.2376924,.0056041246,.030752726,4.4679518,.21610917,3.3640687,.24374364,2.4375501,.3573077,3.5964825,.21746317,.26023763,1.5261416,3.5357876,,-19.727104,,1.172267,,31.061947,,134.59666,,351.67688,357.67368,72.094383,710.44171,102.90952,,1010.9855,629.41376,515.7564011470671,635.88409,385.94177,1.6476166,116.9568371471542,81
Black,3.302750511585806,36.03012658484648,.25852385,2.4726398,.24392401,26.100464,.54438275,35.114109,.1738553,.1522831,.36403576,,55.473412,1.5243771,2.1397231,6.2353978,3.476001,3.4235263,,88.37648,42.669556,43.832718,16.006914,2.7383616,.75652343,.95551401,62.932503,108.23852,,.16843888,,.36234295,,.60953182,.26615626,218.8905691758176,151.2901326073335,.057517074,.03125,.66158926,.016393442,.038888931,3.0285943,.15811782,1.7344054,.10486421,3.2305632,.18725219,2.7402489,.18784305,.16994746,1.0174278,1.9943893,,-18.237446,,.091568351,,9.6254644,,30.634079,,98.538666,99.45919,11.871278,83.429077,45.201309,,167.52139,124.08263,103.0523088330587,115.4679,75.032402,1.5389071,40.57623644293635,81
White,35.14946166672607,246.8794063664355,.53450823,2.2593458,.2200423,37.178448,.68511653,31.931219,.26367509,.30407313,.43310416,,57.347965,.93479121,3.8777401,3.6834931,4.1132193,4.082058,,619.73468,353.06607,329.67252,185.59717,1.7762799,1.1538935,1.0293682,73.74086,149.17371,,.28412938,,.61721885,,.80652452,.23641446,967.3126787108771,301.0131102179045,1.8381499,.036363639,.18406066,.0044510388,.030072099,4.3780918,.24007075,3.2633343,.28364602,2.3786221,.43329886,3.5648239,.22567721,.30000997,1.5261416,3.7111762,,-21.70834,,3.1396518,,43.822281,,156.80716,,394.70221,388.8772,84.515854,785.76642,112.42001,,1096.1433,738.17676,589.4660562568735,683.74133,499.8436,1.3679105,136.8763979700853,81
All,22.69000692511095,194.2380762196121,.47677872,2.2933147,.23466884,40.914665,.63966858,32.4258,.22809669,.2450287,.36859393,,57.299366,.99060798,3.9602287,2.6972523,4.0105448,3.9536302,,540.29669,254.49127,293.32111,108.23279,2.7100947,.86301804,1.6677072,70.664665,146.76956,,.25134259,,.57951748,,.77086884,.25017324,893.5501641708928,267.2533358359462,1.5343012,.042808216,.3587327,.0044444446,.024444355,4.7176905,.22937454,2.1939595,.20508477,5.6727929,.28483728,4.174233,.22102135,.23389196,1.5261416,4.6239462,,-22.460901,,2.6882274,,35.219151,,136.03055,,376.37772,466.59546,81.895279,599.31848,89.015625,,1003.5361,611.39331,515.9125534973421,632.21332,371.64044,1.7011424,111.4153740710369,82
Black,3.146184390284462,32.59050664192605,.25562212,2.5052013,.24732012,31.833099,.50061566,35.153004,.1251618,.089363739,.27883017,,55.749527,1.5310779,2.3269701,2.5127492,3.4251504,3.4277792,,71.538834,46.886639,58.248428,18.829931,3.0933957,.72416842,1.1206886,56.237862,104.70972,,.15331672,,.45950997,,.61288315,.2731328,245.3745039321632,107.10637517662,.049371473,.41666666,1.5753597,.021276595,.058004893,4.8346586,.087095536,2.0925729,.089016438,3.8407397,.076169588,3.7118819,.10581898,.13042063,1.5261416,2.3612032,,-29.334913,,-7.6221566,,7.4840951,,37.736267,,129.38493,69.376251,11.645331,63.957863,1.3952171,,154.79555,115.48885,105.9837228681466,130.52568,74.022682,1.7633201,29.60224476722897,82
White,34.1671474796652,249.8563910872126,.53297681,2.2504904,.22280727,46.42733,.67465484,31.788851,.25385728,.2885018,.40124545,,57.312424,.91490859,4.018846,2.8352494,4.0966868,4.0869508,,601.1701,345.6257,339.07983,191.31705,1.7723451,.90506589,1.813424,69.968491,149.78758,,.29131559,,.60748583,,.8039822,.23336439,941.7096677188678,291.1399819394659,1.7831182,.032916393,.26284319,.0038314178,.020591339,4.8859286,.28067812,2.0414987,.24110095,5.7424483,.34518343,4.2463436,.23936215,.26889905,1.6278844,4.9339194,,-18.56732,,6.1203847,,54.13686,,170.46559,,424.48911,519.55695,94.281311,660.79797,101.9174,,1091.6407,723.14478,585.4225046860367,681.02405,485.95334,1.4014186,131.7456629200505,82
All,24.29109071971503,190.8896093580613,.48018414,2.2827778,.23517813,37.567764,.66301167,32.411152,.24563672,.25782889,.40049013,,57.183086,.99472839,4.5033512,12.040568,4.012619,3.9495449,,517.16101,260.59253,288.27011,118.0455,2.4420254,1.1397144,8.6265392,72.428581,143.89388,,.25186685,,.57594222,,.76761448,.25035396,935.1774780652207,280.1245656155891,3.5086534,.034722224,.3148019,.0042031524,.02742712,4.6400127,.29108936,5.896347,.19492286,10.447406,.29556507,6.0374875,.21904542,.26478428,1.2209133,4.2151203,,-18.635838,,2.9007185,,38.404823,,142.30823,,376.63608,489.77368,75.760201,581.35468,88.627777,,970.33936,626.21533,526.0114554869866,627.50134,393.62537,1.5941588,116.4486746704745,83
Black,3.727731393711805,34.58554890273922,.2542325,2.400588,.2525931,22.542818,.53671253,35.272171,.16484557,.11567744,.37615034,,56.451313,1.4428555,2.5026076,5.0495186,3.4367411,3.4006209,,72.796028,43.394543,48.855209,17.223764,2.8365002,.73152584,2.2687376,58.46059,107.85861,,.15443683,,.3777099,,.65199131,.27622932,241.5886174742998,128.1605974576638,.064586975,.03125,.74218786,.01953125,.056837726,3.1333108,.13289438,2.9664388,.11527184,3.2278912,.070126057,3.1495094,.10040422,.17753106,.81394219,2.1770618,,-23.119383,,-3.2894819,,11.282602,,34.501217,,233.93523,97.690109,18.624495,68.06073,23.166758,,143.13393,117.7169,102.1086463148436,130.1008,67.133858,1.9379312,35.18238581061963,83
White,35.27591898934352,247.5698516867493,.53603882,2.2571304,.22202531,43.132732,.69962102,31.810518,.26536953,.29325306,.39675784,,57.168922,.9264729,4.0125604,13.566762,4.1010389,4.0831099,,584.24487,350.1828,331.25128,199.29869,1.6620846,1.1960456,9.8346624,71.290848,147.28362,,.28802282,,.620745,,.79709607,.23539551,982.5302865478219,306.6693378341301,4.2459474,.036363639,.26631698,.0034956306,.024144586,4.4135513,.32662651,5.4397244,.20362876,10.763455,.37516969,6.0576005,.22820359,.299555,1.5261416,4.5074162,,-17.891457,,4.9868932,,51.740082,,169.28963,,430.76401,527.89551,90.687813,611.38196,101.86893,,1053.5734,738.04285,596.3094841596919,670.14746,518.69092,1.2919977,137.6796887575029,83
All,22.60414602084938,190.2387834377896,.47802722,2.2361593,.23601054,33.944477,.64232951,32.464336,.24849893,.26844704,.37681505,,57.078243,.98746186,4.5697083,6.9408174,4.0072074,3.9439757,,502.41095,248.23196,284.14301,107.85236,2.6345553,1.361656,4.9618583,72.007217,145.07532,,.2581495,,.58767611,,.78235829,.24862474,887.4401619800782,282.6968478288618,.10728697,.032916393,.27267653,.0044444446,.021102564,4.8715281,.25372189,2.8541424,.23702975,2.8148422,.33517191,3.811892,.24795458,.2488884,1.5261416,3.8672082,,-15.496561,,2.761276,,31.536276,,135.71884,,376.30527,410.68552,78.763481,583.65692,120.47405,,928.95245,628.17877,506.7444111991778,641.65717,379.70847,1.689868,117.5301121956666,84
Black,4.043438660633488,33.05748932455854,.26657531,2.3106947,.24579318,18.093502,.52806532,35.136818,.14049453,.097892337,.37546337,,56.656406,1.4444827,2.7062261,5.0604658,3.3947649,3.4093235,,111.35973,39.546169,48.048103,14.001923,3.4315362,.82547373,1.000965,56.670925,102.68076,,.18490261,,.39976239,,.62833512,.26952419,239.0571031418388,122.4611121995809,.053921219,.018750001,.83376265,.021276595,.035012081,2.0454473,.12720445,1.725939,.1053839,14.092457,.018639272,2.2152178,.11633053,.14615625,1.5261416,1.8580309,,-17.228035,,-4.034297,,8.6908588,,38.432175,,129.67525,113.79852,17.203674,83.429077,33.504669,,179.13525,113.72752,102.2111475357955,120.82057,68.151276,1.7728292,34.41171497360809,84
White,33.00366330255162,247.9017086533516,.53197789,2.1998732,.22562762,38.641628,.66547173,31.877279,.27940592,.31907463,.37033513,,56.932655,.92275965,4.6503692,7.5162578,4.1110497,4.0787101,,565.20416,348.32681,335.23059,183.70532,1.8248279,1.4767301,5.6644316,71.750793,148.71812,,.28418189,,.60649568,,.80474901,.23236012,935.9705026289943,309.5236174448532,.11567683,.031413611,.21170908,.0039534373,.020442298,5.0099168,.29372954,2.5700557,.28837478,2.73739,.4253802,3.7625387,.26442841,.29259941,1.5261416,4.0952606,,-17.343491,,4.9004097,,46.049736,,163.76552,,459.93637,451.59039,94.1464,601.06592,133.09103,,1019.9528,746.09448,580.0750776234446,695.51709,496.38583,1.4011623,139.8043815178099,84
All,24.25787301494294,190.9623502244763,.4813399,2.2977996,.23249596,34.224834,.65261346,32.493271,.25213927,.30240482,.37749836,,56.795029,.99867308,4.3291349,4.4572878,4.0320511,3.9571447,,501.07376,261.67389,284.50931,118.22997,2.4064062,1.0387079,1.7363248,75.114044,145.4734,,.26402834,,.57664788,,.79269964,.24960475,937.4548060247661,282.2523594519155,.064002499,.055555556,.49814427,.0059259259,.027671827,5.4114242,.28474861,4.0674939,.29506585,7.6918411,.33016744,5.4027181,.21948683,.27484024,1.5261416,5.0967011,,-19.798525,,1.8239797,,32.573463,,126.28221,,340.85324,390.92154,70.328934,425.25702,86.099174,,925.00214,634.68097,527.6850140444285,631.24719,397.52322,1.5879505,117.6294861363371,85
Black,3.387068313663549,34.58956313541194,.26123565,2.5595138,.24862169,10.877182,.56003827,35.31966,.16503434,.11646374,.23636478,,55.983662,1.5138147,2.4438889,6.0744419,3.4570174,3.4293745,,94.94989,41.171341,50.679096,17.4415,2.9056616,.68666005,5.3793173,59.332642,113.98568,,.191433,,.36029965,,.71703625,.26743826,253.431018577217,145.7038830055824,.050886627,.03125,.41994292,.016393442,.036137052,2.0573509,.11041947,1.9842777,.19982651,3.898248,.056649577,2.378258,.12715715,.17492616,1.0174278,1.8231624,,-21.482576,,-4.9831638,,5.5632825,,35.380493,,122.59963,98.930664,15.072023,63.517597,44.632774,,169.07381,122.6022,105.5757941538341,130.1488,71.91893,1.80966,38.92352113552176,85
White,35.03803523924781,246.0613261911268,.53420883,2.2532904,.2203369,40.091019,.67195994,31.878126,.27766782,.34688419,.37799099,,56.722378,.92843139,4.1362247,4.5600281,4.1203141,4.0867972,,572.46655,353.00482,328.07733,194.1911,1.6894561,1.0931292,1.4953309,74.223518,147.70409,,.30089328,,.60681355,,.80296987,.23572667,977.4066076818223,307.5183636886038,.061972745,.05694842,.51374519,.0044510388,.026570143,5.3088789,.32449713,3.7337818,.31224474,7.8290529,.43472475,5.387321,.23456635,.31451133,2.0348556,5.5431218,,-23.007996,,5.274168,,47.360962,,155.91524,,420.6489,424.80792,88.799484,439.18332,94.209938,,1008.6946,747.04846,595.3856027577218,680.06946,517.41541,1.3143587,137.751411686524,85
All,23.20589505363364,194.0162738351487,.4763976,2.2919691,.23229231,35.590103,.65067935,32.441612,.25339976,.28050792,.33166242,,57.286095,.98893321,3.2703686,10.598232,4.0252299,3.9538441,,545.51123,259.03317,293.91537,117.8039,2.4949546,.59998351,6.1806979,73.28064,145.79083,,.25123212,,.54929268,,.80374843,.24859373,894.519328793283,279.4668903110077,2.1707194,.032916393,.18096228,.0044444446,.023776334,4.7593713,.29379439,4.2285972,.24690607,6.1405554,.26479137,4.7538443,.21654029,.2776663,1.5261416,4.0984507,,-20.273979,,1.5733464,,33.656246,,130.84714,,378.13855,400.90326,71.144463,451.4805,86.763832,,975.05786,626.60107,514.5553407742046,632.5155,388.81293,1.6267862,116.6473435596669,86
Black,3.30301825804324,35.93813411141765,.26210067,2.4638317,.24621357,6.1850805,.54743373,35.206158,.16461229,.13898236,.18930405,,56.875053,1.4269108,2.3569646,8.175662,3.4575896,3.4042299,,90.166176,41.546013,53.280556,18.497808,2.8803713,.74109799,8.234436,57.614594,106.06961,,.16314873,,.38626865,,.70335227,.27273631,253.7550328314116,148.8628646827188,.076058455,.018750001,.41001469,.045454547,.090792246,4.306088,.20238829,2.5512395,.09519539,6.0839429,.046122912,3.921751,.092068903,.18161389,1.5261416,2.8814933,,-18.175699,,-1.2444632,,8.457531,,31.374369,,114.43724,35.737881,21.12789,68.148712,44.700294,,166.43941,126.17081,107.897625512417,121.30932,80.101524,1.5144446,39.63060586015866,86
White,34.05328677840325,253.0508360208648,.52689856,2.2615752,.22138356,43.165752,.66846704,31.819853,.27705699,.31466416,.34990245,,57.240978,.92245108,2.8418355,11.74166,4.1134768,4.0870094,,613.30072,345.29288,344.92487,196.50362,1.7553105,.57300687,6.5590587,72.811089,148.84537,,.2813178,,.58358675,,.82583237,.23485911,940.4232256191541,301.4968550771205,2.5645959,.033333335,.14770065,.0038314178,.016181778,4.5099449,.31562024,3.7776248,.28418636,6.1422839,.32526413,4.6138721,.23352723,.31200173,1.5261416,4.2152219,,-23.165449,,4.5663385,,51.26897,,155.73227,,405.28122,441.4248,80.763145,483.34723,93.27018,,1048.962,731.86621,585.7084702477149,677.44739,503.19458,1.3462931,134.9360744424561,86
All,24.65673660458792,184.8815171877383,.48001897,2.2814832,.23426327,41.050159,.64493227,32.415951,.2508305,.26818958,.36901906,,56.851521,1.0087358,3.5115764,18.490513,4.0080867,3.9557693,,490.48459,251.65912,288.84216,105.74329,2.7315412,.83530056,16.513706,73.98127,144.47241,,.26527962,,.60215074,,.79086143,.25235054,886.1761681972552,285.5182073360252,1.5650854,.035714287,.48507053,.0051282053,.031601511,5.6471195,.22882777,3.6858678,.25377959,1.9675035,.37333083,3.9955158,.24549794,.25439304,1.2209133,3.3688734,,-15.893706,,2.4979515,,36.544674,,145.26811,,385.72559,371.66467,67.669525,603.9649,74.473206,,949.59332,616.11847,502.5754110252358,616.39587,378.44666,1.6287524,118.2628609135943,87
Black,3.333331819998085,33.15351428806324,.26614448,2.4035268,.25160646,20.467697,.53216624,35.253929,.1712516,.18506102,.3229658,,55.853962,1.4983952,2.0765917,1.4669513,3.4405355,3.4192157,,98.47007,40.75396,47.90123,12.157799,3.939959,.65373498,.75445777,56.550938,109.75104,,.13358696,,.47653973,,.71148551,.26441759,234.0635573058777,157.0653252759194,.071369499,.1,1.2147417,.021276595,.05811549,2.9551697,.16114362,2.7905626,.23407561,3.898248,.08603511,2.9565964,.13238868,.17923066,1.0174278,2.0527177,,-13.012061,,-4.74192,,14.615767,,45.823891,,245.14815,42.866142,12.738229,77.547249,8.3334589,,156.84117,129.68501,100.4250940225812,113.88462,70.519302,1.6149426,44.76003860234182,87
White,36.01795460366868,241.4585858604803,.53330988,2.2547202,.22031808,48.373608,.67079759,31.823709,.27396652,.29454637,.39045796,,56.903057,.9336341,3.4433801,21.751637,4.1068997,4.0890117,,553.14313,350.17133,331.31256,184.12273,1.7994115,.85813892,19.511227,73.29689,147.82921,,.32188451,,.63463128,,.80555111,.24218395,933.3387259783993,306.7302030497733,1.8674103,.030303031,.40367481,.0038461538,.026862917,5.3858504,.25181785,2.4572539,.25521061,1.8996097,.46489978,3.6614068,.25795659,.2875376,1.5261416,3.3904898,,-20.624828,,5.8040171,,50.885632,,157.11209,,425.28781,405.03687,81.035561,612.08215,85.514069,,1022.2719,724.6546,574.6864824443111,664.55072,494.74432,1.3432205,136.4826016299827,87
All,23.02821126169556,186.9938896862543,.47538155,2.239722,.23489915,31.451872,.64625293,32.481041,.22917242,.23156579,.41877571,,57.300491,1.0022465,3.7433155,17.46726,4.0054083,3.9456613,,541.4303,252.06778,285.85056,109.30984,2.6150486,.65428811,16.772106,72.73954,142.88066,,.23996328,,.56791151,,.78433585,.25285032,877.1793671298539,276.4782373551497,1.5421815,.043749999,.25566238,.0046019326,.024575874,4.9996891,.24651755,3.1426849,.18169864,5.7210984,.23207411,4.5316019,.21234974,.24130616,1.5261416,3.8920121,,-19.563835,,2.1263778,,32.232056,,130.58452,,390.23734,335.31577,78.83403,706.18427,90.459358,,1004.8547,608.71692,500.5634056629849,618.73297,374.05823,1.6541088,114.0471340682042,88
